id	app	version	sdk_min	sdk_trg	check	method	apis	message	modified_files
123	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 0	com.amazon.device.ads.ViewabilityOverlapCalculator.findOverlapppingViews(Lcom/amazon/device/ads/ViewabilityOverlapCalculator$Rectangle;ILandroid/view/ViewGroup;Ljava/util/List;Z)V	android.view.ViewGroup.getChildAt(I)Landroid/view/View;&android.view.View.getLocationOnScreen([I)V&android.view.View.getAlpha()F&android.graphics.Rect.height()I&android.graphics.Rect.width()I&android.view.View.getHeight()I&android.graphics.Rect.<init>()V&android.view.View.getWidth()I&android.view.View.isShown()Z&android.view.ViewGroup.indexOfChild(Landroid/view/View;)I&android.graphics.Rect.intersect(Landroid/graphics/Rect;)Z&android.view.View.getParent()Landroid/view/ViewParent;&android.view.ViewGroup.getChildCount()I		0
125	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.auth.device.AuthPortalUIActivity.access$800(Lcom/amazon/identity/auth/device/AuthPortalUIActivity;Landroid/webkit/WebView;I)V	android.view.View.getVisibility()I&android.widget.ProgressBar.setProgress(I)V&android.app.Activity.findViewById(I)Landroid/view/View;		0
127	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.auth.device.AuthPortalUIActivity.access$800(Lcom/amazon/identity/auth/device/AuthPortalUIActivity;Landroid/webkit/WebView;I)V	android.os.Handler.post(Ljava/lang/Runnable;)Z&android.view.View.getVisibility()I&android.widget.ProgressBar.setProgress(I)V&android.app.Activity.findViewById(I)Landroid/view/View;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.os.Handler.<init>(Landroid/os/Looper;)V&android.webkit.WebView.getContentHeight()I		0
129	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 11	com.amazon.identity.auth.device.AuthPortalUIActivity.parseIntentForOptionsAndRequest(Landroid/content/Intent;)Lcom/amazon/identity/auth/device/endpoint/OpenIdRequest;			0
131	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 11	com.amazon.identity.auth.device.AuthPortalUIActivity.parseIntentForOptionsAndRequest(Landroid/content/Intent;)Lcom/amazon/identity/auth/device/endpoint/OpenIdRequest;	android.view.Window.getDecorView()Landroid/view/View;&android.os.BaseBundle.getInt(Ljava/lang/String;)I&android.view.View.setSystemUiVisibility(I)V&android.app.Activity.getWindow()Landroid/view/Window;		0
133	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.auth.device.AuthPortalUIActivity.onCreate(Landroid/os/Bundle;)V			0
135	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.auth.device.AuthPortalUIActivity.onCreate(Landroid/os/Bundle;)V			0
137	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.auth.device.AuthPortalUIActivity.safelySetUpJavascriptInterface(Landroid/webkit/WebView;Lcom/amazon/identity/auth/device/framework/MAPJavascriptInterface$MAPJavascriptInterfaceCallback;)V			0
139	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.auth.device.AuthPortalUIActivity.safelySetUpJavascriptInterface(Landroid/webkit/WebView;Lcom/amazon/identity/auth/device/framework/MAPJavascriptInterface$MAPJavascriptInterfaceCallback;)V	android.webkit.WebView.addJavascriptInterface(Ljava/lang/Object;Ljava/lang/String;)V		0
141	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.identity.auth.device.framework.BoundServiceCaller.<init>(Landroid/content/Context;Landroid/content/Intent;I)V			0
143	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.identity.auth.device.framework.BoundServiceCaller.<init>(Landroid/content/Context;Landroid/content/Intent;I)V			0
145	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 8	com.amazon.identity.auth.device.api.MAPAndroidWebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V	android.os.Bundle.<init>()V&android.os.BaseBundle.putInt(Ljava/lang/String;I)V&android.os.BaseBundle.putString(Ljava/lang/String;Ljava/lang/String;)V&android.os.Bundle.toString()Ljava/lang/String;&android.net.http.SslError.toString()Ljava/lang/String;		0
147	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 8	com.amazon.identity.auth.device.api.MAPAndroidWebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V	android.webkit.WebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V		0
149	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 9	com.amazon.identity.auth.device.devicedata.DeviceDataStoreSystemPropertyDecorator.<init>(Lcom/amazon/identity/auth/device/devicedata/DeviceDataStoreDefinition;Landroid/content/Context;)V			0
151	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 9	com.amazon.identity.auth.device.devicedata.DeviceDataStoreSystemPropertyDecorator.<init>(Lcom/amazon/identity/auth/device/devicedata/DeviceDataStoreDefinition;Landroid/content/Context;)V			0
153	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.identity.auth.device.framework.AuthenticationWebViewClient.handleSSLError(Landroid/net/http/SslError;)V	android.net.http.SslError.getPrimaryError()I&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Context.getPackageName()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z		0
155	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.identity.auth.device.framework.AuthenticationWebViewClient.handleSSLError(Landroid/net/http/SslError;)V	android.net.http.SslError.getUrl()Ljava/lang/String;&android.net.http.SslError.getPrimaryError()I&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Context.getPackageName()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z		0
157	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 8	com.amazon.identity.auth.device.framework.AuthenticationWebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V	android.webkit.WebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V		0
159	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 8	com.amazon.identity.auth.device.framework.AuthenticationWebViewClient.onReceivedSslError(Landroid/webkit/WebView;Landroid/webkit/SslErrorHandler;Landroid/net/http/SslError;)V	android.os.Bundle.<init>()V&android.os.BaseBundle.putInt(Ljava/lang/String;I)V&android.net.http.SslError.getPrimaryError()I&android.net.http.SslError.getUrl()Ljava/lang/String;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.os.BaseBundle.putString(Ljava/lang/String;Ljava/lang/String;)V&android.content.Context.getPackageName()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z		0
161	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 19	com.amazon.identity.auth.device.framework.HttpURLConnectionBuilder.populateConnectionAttributes(Ljava/net/HttpURLConnection;)V			0
163	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 19	com.amazon.identity.auth.device.framework.HttpURLConnectionBuilder.populateConnectionAttributes(Ljava/net/HttpURLConnection;)V			0
165	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 23	com.amazon.identity.auth.device.framework.MAPRuntimePermissionHandler.isRuntimePermissionSupported(Landroid/content/Context;Lcom/amazon/identity/auth/device/framework/Tracer;)Z	android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.content.Context.getPackageName()Ljava/lang/String;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I		0
167	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 23	com.amazon.identity.auth.device.framework.MAPRuntimePermissionHandler.isRuntimePermissionSupported(Landroid/content/Context;Lcom/amazon/identity/auth/device/framework/Tracer;)Z	android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I		0
169	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 16	com.amazon.identity.auth.device.framework.SecureContentResolver.acquireContentProviderClient(Landroid/net/Uri;Lcom/amazon/identity/auth/device/framework/ContentProviderClientCallback;)Ljava/lang/Object;	android.content.ContentResolver.acquireUnstableContentProviderClient(Landroid/net/Uri;)Landroid/content/ContentProviderClient;&android.content.ContentProviderClient.release()Z&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.ContentResolver.acquireContentProviderClient(Landroid/net/Uri;)Landroid/content/ContentProviderClient;&android.os.Binder.clearCallingIdentity()J&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.Context.getPackageName()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.os.Binder.restoreCallingIdentity(J)V&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I		0
171	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 16	com.amazon.identity.auth.device.framework.SecureContentResolver.acquireContentProviderClient(Landroid/net/Uri;Lcom/amazon/identity/auth/device/framework/ContentProviderClientCallback;)Ljava/lang/Object;	android.content.ContentResolver.acquireUnstableContentProviderClient(Landroid/net/Uri;)Landroid/content/ContentProviderClient;&android.content.ContentProviderClient.release()Z&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.ContentResolver.acquireContentProviderClient(Landroid/net/Uri;)Landroid/content/ContentProviderClient;&android.os.Binder.clearCallingIdentity()J&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.Context.getPackageName()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.os.Binder.restoreCallingIdentity(J)V&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I		0
173	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 10	com.amazon.identity.auth.device.framework.security.AmazonApprovedCiphers.<clinit>()V			0
175	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 10	com.amazon.identity.auth.device.framework.security.AmazonApprovedCiphers.<clinit>()V			0
177	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 23	com.amazon.identity.auth.device.metadata.DeviceMetadataCollector.getAppInfoJSON(Lcom/amazon/identity/auth/device/framework/ServiceWrappingContext;Lcom/amazon/identity/auth/device/framework/Tracer;)Lorg/json/JSONObject;	android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I		0
179	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 23	com.amazon.identity.auth.device.metadata.DeviceMetadataCollector.getAppInfoJSON(Lcom/amazon/identity/auth/device/framework/ServiceWrappingContext;Lcom/amazon/identity/auth/device/framework/Tracer;)Lorg/json/JSONObject;	android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I		0
181	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 9	com.amazon.identity.auth.device.metadata.DeviceMetadataCollector.getDeviceMetadataJSON(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Lcom/amazon/identity/auth/device/framework/Tracer;)Lorg/json/JSONObject;			0
183	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 9	com.amazon.identity.auth.device.metadata.DeviceMetadataCollector.getDeviceMetadataJSON(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Lcom/amazon/identity/auth/device/framework/Tracer;)Lorg/json/JSONObject;			0
185	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.auth.device.storage.NonCanonicalDataStorage.shouldUseNonCanonicalDataStorage(Landroid/content/Context;)Z			0
187	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.auth.device.storage.NonCanonicalDataStorage.shouldUseNonCanonicalDataStorage(Landroid/content/Context;)Z			0
189	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 9	com.amazon.identity.auth.device.utils.SerialNumber.getAmazonSerial(Landroid/content/Context;)Ljava/lang/String;	android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.content.Context.getApplicationContext()Landroid/content/Context;		0
191	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 9	com.amazon.identity.auth.device.utils.SerialNumber.getAmazonSerial(Landroid/content/Context;)Ljava/lang/String;			0
193	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.platform.util.PlatformUtils.doesPlatformSupportsMultipleProfiles(Landroid/content/Context;)Z			0
195	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.platform.util.PlatformUtils.doesPlatformSupportsMultipleProfiles(Landroid/content/Context;)Z			0
197	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 9	com.amazon.identity.platform.util.PlatformUtils.isOtter(Landroid/content/Context;)Z			0
199	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 9	com.amazon.identity.platform.util.PlatformUtils.isOtter(Landroid/content/Context;)Z			0
201	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 17	com.amazon.identity.platform.util.PlatformUtils.shouldUseProfiles(Landroid/content/Context;)Z			0
203	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 17	com.amazon.identity.platform.util.PlatformUtils.shouldUseProfiles(Landroid/content/Context;)Z			0
205	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 19	com.amazon.mShop.AmazonApplication.setWebviewDebugging(Z)V	android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.WebView.setWebContentsDebuggingEnabled(Z)V		0
207	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 19	com.amazon.mShop.AmazonApplication.setWebviewDebugging(Z)V			0
209	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.AmazonApplication.attachBaseContext(Landroid/content/Context;)V	android.util.Log.v(Ljava/lang/String;Ljava/lang/String;)I&android.app.Application.registerActivityLifecycleCallbacks(Landroid/app/Application$ActivityLifecycleCallbacks;)V		0
211	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.AmazonApplication.attachBaseContext(Landroid/content/Context;)V			0
213	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.AmazonApplication.onCreate()V	android.os.Handler.post(Ljava/lang/Runnable;)Z&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.os.Handler.<init>(Landroid/os/Looper;)V		0
215	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.AmazonApplication.onCreate()V			0
217	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.SearchBar.setSearchBarScanItIcon()V	android.view.View.getContext()Landroid/content/Context;&android.widget.ImageView.setImageResource(I)V		0
219	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.SearchBar.setSearchBarScanItIcon()V	android.widget.ImageView.setImageResource(I)V		0
221	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.SearchBar.doScanIt()V	android.view.View.getContext()Landroid/content/Context;		0
223	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.SearchBar.doScanIt()V			0
225	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 15	com.amazon.mShop.aiv.AIVAvailabilityUtils.isAIVSupportedByDevice()Z			0
227	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 15	com.amazon.mShop.aiv.AIVAvailabilityUtils.isAIVSupportedByDevice()Z			0
229	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 11	com.amazon.mShop.web.MShopWebActivity.processSavedInstanceAndInitWebview(Landroid/os/Bundle;)V			0
231	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 11	com.amazon.mShop.web.MShopWebActivity.processSavedInstanceAndInitWebview(Landroid/os/Bundle;)V	android.view.Window.setFlags(II)V&android.app.Activity.getWindow()Landroid/view/Window;		0
233	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 23	com.amazon.mShop.cvsd.CVSDActivitySimpleFactory.getCVSDIntent(Landroid/app/Activity;)Landroid/content/Intent;			0
235	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 23	com.amazon.mShop.cvsd.CVSDActivitySimpleFactory.getCVSDIntent(Landroid/app/Activity;)Landroid/content/Intent;			0
237	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 8	com.amazon.mShop.details.MarketPlaceView.fineTuneTabWidget(Landroid/widget/TabWidget;)V			0
239	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 8	com.amazon.mShop.details.MarketPlaceView.fineTuneTabWidget(Landroid/widget/TabWidget;)V			0
241	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT != 19	com.amazon.mShop.fling.ContentViewHandler.onFlingViewChanged(ZZ)V	android.view.ViewGroup$MarginLayoutParams.setMargins(IIII)V&android.view.View.requestLayout()V		0
243	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT == 19	com.amazon.mShop.fling.ContentViewHandler.onFlingViewChanged(ZZ)V	android.os.Handler.<init>()V&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z		0
245	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT == 19	com.amazon.mShop.fling.decorator.FlingWebFragmentManager.beginTransaction()Landroid/support/v4/app/FragmentTransaction;	android.os.Handler.<init>()V&android.view.ViewGroup$MarginLayoutParams.setMargins(IIII)V&android.view.View.requestLayout()V&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z		0
247	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT != 19	com.amazon.mShop.fling.decorator.FlingWebFragmentManager.beginTransaction()Landroid/support/v4/app/FragmentTransaction;			0
249	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.help.HelpActivity.getRootView()Landroid/view/View;			0
251	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.help.HelpActivity.getRootView()Landroid/view/View;			0
253	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.mobileads.DebugSettingsActivityForAds.onCreate(Landroid/os/Bundle;)V	android.widget.Switch.<init>(Landroid/content/Context;)V		0
255	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.mobileads.DebugSettingsActivityForAds.onCreate(Landroid/os/Bundle;)V	android.widget.CheckBox.<init>(Landroid/content/Context;)V		0
257	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 19	org.apache.cordova.engine.SystemWebViewClient.needsKitKatContentUrlFix(Landroid/net/Uri;)Z	android.net.Uri.getScheme()Ljava/lang/String;		0
259	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 19	org.apache.cordova.engine.SystemWebViewClient.needsKitKatContentUrlFix(Landroid/net/Uri;)Z			0
261	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 19	org.apache.cordova.engine.SystemWebViewClient.shouldInterceptRequest(Landroid/webkit/WebView;Ljava/lang/String;)Landroid/webkit/WebResourceResponse;			0
263	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 19	org.apache.cordova.engine.SystemWebViewClient.shouldInterceptRequest(Landroid/webkit/WebView;Ljava/lang/String;)Landroid/webkit/WebResourceResponse;	android.net.Uri.getScheme()Ljava/lang/String;&android.webkit.WebResourceResponse.<init>(Ljava/lang/String;Ljava/lang/String;Ljava/io/InputStream;)V&android.webkit.MimeTypeMap.getSingleton()Landroid/webkit/MimeTypeMap;&android.content.res.AssetManager.openFd(Ljava/lang/String;)Landroid/content/res/AssetFileDescriptor;&android.net.Uri.getPath()Ljava/lang/String;&android.net.Uri.isAbsolute()Z&android.os.Looper.getThread()Ljava/lang/Thread;&android.content.res.AssetFileDescriptor.getLength()J&android.net.Uri.getSchemeSpecificPart()Ljava/lang/String;&android.webkit.MimeTypeMap.getMimeTypeFromExtension(Ljava/lang/String;)Ljava/lang/String;&android.content.ContentResolver.openAssetFileDescriptor(Landroid/net/Uri;Ljava/lang/String;)Landroid/content/res/AssetFileDescriptor;&android.content.res.AssetFileDescriptor.createInputStream()Ljava/io/FileInputStream;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.net.Uri.toString()Ljava/lang/String;&android.content.ContentResolver.getType(Landroid/net/Uri;)Ljava/lang/String;&android.net.Uri.getHost()Ljava/lang/String;&android.content.res.AssetManager.open(Ljava/lang/String;)Ljava/io/InputStream;&android.util.Base64.decode(Ljava/lang/String;I)[B&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I		0
265	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 11	com.amazon.mShop.publicurl.PublicURLProcessor.<init>(Landroid/net/Uri;)V			0
267	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 11	com.amazon.mShop.publicurl.PublicURLProcessor.<init>(Landroid/net/Uri;)V			0
269	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.CartURLProcessor.doProcess(Landroid/content/Context;)V			0
271	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.CartURLProcessor.doProcess(Landroid/content/Context;)V			0
273	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.HomeURLProcessor.doProcess(Landroid/content/Context;)V			0
275	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.HomeURLProcessor.doProcess(Landroid/content/Context;)V			0
277	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.OrderURLProcessor.doProcess(Landroid/content/Context;)V			0
279	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.OrderURLProcessor.doProcess(Landroid/content/Context;)V			0
281	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
283	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
285	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
287	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.content.Context.startActivity(Landroid/content/Intent;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.net.Uri.getAuthority()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.Context.getString(I)Ljava/lang/String;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.content.Intent.setData(Landroid/net/Uri;)Landroid/content/Intent;&android.util.SparseIntArray.<init>()V&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z		0
